HourDK;WP Prognosis (MWh);Cons. Prognosis (MWh);WP Penetration (MWh);Day-Ahead price (DKK);;;;;
10-05-18 00.00;1.903;1.824;1,04;22,65;;;;;
10-05-18 01.00;1.790;1.734;1,03;21,53;;;;;
10-05-18 02.00;1.723;1.692;1,02;21,83;;;;;
10-05-18 03.00;1.667;1.686;0,99;22,13;;;;;
10-05-18 04.00;1.575;1.710;0,92;21,75;;;;;
10-05-18 05.00;1.514;1.658;0,91;22,28;;;;;
10-05-18 06.00;1.452;1.712;0,85;31,22;;;;;
10-05-18 07.00;1.355;1.866;0,73;112,42;;;;;
10-05-18 08.00;1.225;2.056;0,60;196,68;;;;;
10-05-18 09.00;1.037;2.132;0,49;200,63;;;;;
10-05-18 10.00;1.004;2.192;0,46;191,54;;;;;
10-05-18 11.00;1.058;2.179;0,49;195,12;;;;;
10-05-18 12.00;1.054;2.058;0,51;171,72;;;;;
10-05-18 13.00;1.029;2.055;0,50;155,56;;;;;
10-05-18 14.00;963;2.087;0,46;126,05;;;;;
10-05-18 15.00;1.011;2.081;0,49;126,50;;;;;
10-05-18 16.00;1.162;2.108;0,55;143,34;;;;;
10-05-18 17.00;1.321;2.297;0,58;163,90;;;;;
10-05-18 18.00;1.469;2.353;0,62;205,17;;;;;
10-05-18 19.00;1.595;2.344;0,68;218,21;;;;;
10-05-18 20.00;1.566;2.178;0,72;219,33;;;;;
10-05-18 21.00;1.283;2.061;0,62;221,56;;;;;
10-05-18 22.00;1.175;2.032;0,58;131,27;;;;;
10-05-18 23.00;1.239;1.862;0,67;89,25;;;;;
11-05-18 00.00;1.202;1.723;0,70;34,42;;;;;
11-05-18 01.00;1.187;1.630;0,73;25,78;;;;;
11-05-18 02.00;1.152;1.523;0,76;22,87;;;;;
11-05-18 03.00;1.106;1.520;0,73;23,62;;;;;
11-05-18 04.00;1.016;1.550;0,66;26,97;;;;;
11-05-18 05.00;1.030;1.591;0,65;128,58;;;;;
11-05-18 06.00;975;1.737;0,56;312,14;;;;;
11-05-18 07.00;846;1.963;0,43;353,41;;;;;
11-05-18 08.00;798;2.146;0,37;359,59;;;;;
11-05-18 09.00;715;2.241;0,32;326,66;;;;;
11-05-18 10.00;676;2.289;0,30;311,32;;;;;
11-05-18 11.00;642;2.254;0,28;312,88;;;;;
11-05-18 12.00;653;2.191;0,30;311,17;;;;;
11-05-18 13.00;638;2.155;0,30;290,01;;;;;
11-05-18 14.00;600;2.091;0,29;278,91;;;;;
11-05-18 15.00;521;2.044;0,25;284,43;;;;;
11-05-18 16.00;431;2.057;0,21;307,67;;;;;
11-05-18 17.00;366;2.137;0,17;365,03;;;;;
11-05-18 18.00;296;2.140;0,14;388,20;;;;;
11-05-18 19.00;208;2.028;0,10;429,54;;;;;
11-05-18 20.00;123;1.957;0,06;432,97;;;;;
11-05-18 21.00;98;1.915;0,05;412,56;;;;;
11-05-18 22.00;105;1.874;0,06;418,44;;;;;
11-05-18 23.00;107;1.756;0,06;342,61;;;;;
12-05-18 00.00;82;1.621;0,05;297,70;;;;;
12-05-18 01.00;81;1.530;0,05;260,82;;;;;
12-05-18 02.00;87;1.481;0,06;225,44;;;;;
12-05-18 03.00;100;1.501;0,07;223,87;;;;;
12-05-18 04.00;116;1.504;0,08;223,05;;;;;
12-05-18 05.00;140;1.503;0,09;223,05;;;;;
12-05-18 06.00;154;1.593;0,10;238,77;;;;;
12-05-18 07.00;158;1.751;0,09;269,24;;;;;
12-05-18 08.00;164;1.925;0,09;297,63;;;;;
12-05-18 09.00;183;2.014;0,09;282,58;;;;;
12-05-18 10.00;186;2.031;0,09;249,28;;;;;
12-05-18 11.00;190;2.004;0,09;241,45;;;;;
12-05-18 12.00;192;1.946;0,10;225,81;;;;;
12-05-18 13.00;198;1.927;0,10;223,57;;;;;
12-05-18 14.00;223;1.913;0,12;211,80;;;;;
12-05-18 15.00;255;1.868;0,14;209,12;;;;;
12-05-18 16.00;295;1.902;0,16;206,29;;;;;
12-05-18 17.00;367;2.039;0,18;223,87;;;;;
12-05-18 18.00;424;2.033;0,21;275,35;;;;;
12-05-18 19.00;476;1.918;0,25;282,65;;;;;
12-05-18 20.00;455;1.864;0,24;275,43;;;;;
12-05-18 21.00;508;1.857;0,27;258,14;;;;;
12-05-18 22.00;633;1.791;0,35;240,86;;;;;
12-05-18 23.00;695;1.649;0,42;145,28;;;;;
13-05-18 00.00;620;1.540;0,40;198,75;;;;;
13-05-18 01.00;585;1.500;0,39;155,62;;;;;
13-05-18 02.00;590;1.481;0,40;127,09;;;;;
13-05-18 03.00;608;1.475;0,41;111,15;;;;;
13-05-18 04.00;647;1.463;0,44;110,85;;;;;
13-05-18 05.00;653;1.469;0,44;102,58;;;;;
13-05-18 06.00;665;1.535;0,43;104,52;;;;;
13-05-18 07.00;653;1.638;0,40;114,50;;;;;
13-05-18 08.00;637;1.855;0,34;132,15;;;;;
13-05-18 09.00;640;1.974;0,32;185,49;;;;;
13-05-18 10.00;660;1.993;0,33;209,63;;;;;
13-05-18 11.00;729;2.000;0,36;169,85;;;;;
13-05-18 12.00;820;1.986;0,41;137,07;;;;;
13-05-18 13.00;918;1.990;0,46;100,64;;;;;
13-05-18 14.00;1.050;2.003;0,52;75,84;;;;;
13-05-18 15.00;1.102;1.987;0,55;73,68;;;;;
13-05-18 16.00;1.141;2.036;0,56;82,09;;;;;
13-05-18 17.00;1.241;2.277;0,55;129,10;;;;;
13-05-18 18.00;1.265;2.313;0,55;174,99;;;;;
13-05-18 19.00;1.293;2.179;0,59;200,91;;;;;
13-05-18 20.00;1.229;2.071;0,59;187,21;;;;;
13-05-18 21.00;1.283;2.017;0,64;179,31;;;;;
13-05-18 22.00;1.272;1.946;0,65;179,16;;;;;
13-05-18 23.00;1.146;1.832;0,63;144,67;;;;;
14-05-18 00.00;1.282;1.710;0,75;147,35;;;;;
14-05-18 01.00;1.251;1.663;0,75;121,28;;;;;
14-05-18 02.00;1.142;1.654;0,69;105,26;;;;;
14-05-18 03.00;1.162;1.663;0,70;110,77;;;;;
14-05-18 04.00;1.203;1.695;0,71;116,36;;;;;
14-05-18 05.00;1.197;1.808;0,66;193,69;;;;;
14-05-18 06.00;1.173;2.166;0,54;279,88;;;;;
14-05-18 07.00;1.061;2.526;0,42;402,72;;;;;
14-05-18 08.00;925;2.638;0,35;432,15;;;;;
14-05-18 09.00;738;2.589;0,29;415,91;;;;;
14-05-18 10.00;609;2.632;0,23;378,36;;;;;
14-05-18 11.00;583;2.651;0,22;316,08;;;;;
14-05-18 12.00;621;2.630;0,24;305,21;;;;;
14-05-18 13.00;689;2.648;0,26;298,50;;;;;
14-05-18 14.00;746;2.694;0,28;296,86;;;;;
14-05-18 15.00;741;2.671;0,28;281,89;;;;;
14-05-18 16.00;669;2.616;0,26;278,76;;;;;
14-05-18 17.00;633;2.655;0,24;273,69;;;;;
14-05-18 18.00;546;2.549;0,21;305,50;;;;;
14-05-18 19.00;437;2.396;0,18;321,07;;;;;
14-05-18 20.00;370;2.288;0,16;318,91;;;;;
14-05-18 21.00;386;2.261;0,17;303,42;;;;;
14-05-18 22.00;416;2.216;0,19;277,87;;;;;
14-05-18 23.00;482;2.009;0,24;240,25;;;;;
15-05-18 00.00;218;1.907;0,11;241,10;;;;;
15-05-18 01.00;191;1.815;0,11;225,30;;;;;
15-05-18 02.00;180;1.743;0,10;214,95;;;;;
15-05-18 03.00;160;1.735;0,09;208,76;;;;;
15-05-18 04.00;135;1.793;0,08;223,59;;;;;
15-05-18 05.00;118;1.887;0,06;242,74;;;;;
15-05-18 06.00;92;2.191;0,04;305,55;;;;;
15-05-18 07.00;74;2.509;0,03;406,80;;;;;
15-05-18 08.00;61;2.697;0,02;436,60;;;;;
15-05-18 09.00;64;2.691;0,02;406,42;;;;;
15-05-18 10.00;88;2.770;0,03;381,47;;;;;
15-05-18 11.00;125;2.757;0,05;364,33;;;;;
15-05-18 12.00;177;2.676;0,07;346,45;;;;;
15-05-18 13.00;254;2.705;0,09;329,83;;;;;
15-05-18 14.00;313;2.676;0,12;305,99;;;;;
15-05-18 15.00;388;2.580;0,15;301,75;;;;;
15-05-18 16.00;431;2.534;0,17;297,35;;;;;
15-05-18 17.00;510;2.589;0,20;305,99;;;;;
15-05-18 18.00;544;2.546;0,21;356,88;;;;;
15-05-18 19.00;506;2.441;0,21;372,53;;;;;
15-05-18 20.00;412;2.373;0,17;372,23;;;;;
15-05-18 21.00;342;2.298;0,15;350,77;;;;;
15-05-18 22.00;299;2.256;0,13;345,18;;;;;
15-05-18 23.00;240;2.073;0,12;300,03;;;;;
16-05-18 00.00;371;1.865;0,20;251,87;;;;;
16-05-18 01.00;403;1.778;0,23;240,99;;;;;
16-05-18 02.00;420;1.786;0,24;237,86;;;;;
16-05-18 03.00;529;1.797;0,29;232,57;;;;;
16-05-18 04.00;603;1.824;0,33;231,16;;;;;
16-05-18 05.00;701;1.971;0,36;253,73;;;;;
16-05-18 06.00;725;2.241;0,32;342,30;;;;;
16-05-18 07.00;718;2.583;0,28;412,70;;;;;
16-05-18 08.00;730;2.694;0,27;448,53;;;;;
16-05-18 09.00;771;2.669;0,29;403,02;;;;;
16-05-18 10.00;786;2.761;0,28;379,18;;;;;
16-05-18 11.00;874;2.756;0,32;360,26;;;;;
16-05-18 12.00;1.037;2.730;0,38;323,53;;;;;
16-05-18 13.00;1.212;2.772;0,44;301,70;;;;;
16-05-18 14.00;1.347;2.715;0,50;284,35;;;;;
16-05-18 15.00;1.394;2.654;0,53;270,42;;;;;
16-05-18 16.00;1.327;2.844;0,47;266,47;;;;;
16-05-18 17.00;1.310;2.954;0,44;276,67;;;;;
16-05-18 18.00;1.208;2.869;0,42;300,66;;;;;
16-05-18 19.00;1.134;2.746;0,41;313,10;;;;;
16-05-18 20.00;1.057;2.631;0,40;312,88;;;;;
16-05-18 21.00;1.048;2.522;0,42;292,84;;;;;
16-05-18 22.00;1.068;2.415;0,44;245,01;;;;;
16-05-18 23.00;1.101;2.151;0,51;153,76;;;;;
17-05-18 00.00;1.004;1.995;0,50;148,46;;;;;
17-05-18 01.00;915;1.820;0,50;74,94;;;;;
17-05-18 02.00;866;1.756;0,49;38,51;;;;;
17-05-18 03.00;913;1.829;0,50;38,14;;;;;
17-05-18 04.00;880;1.902;0,46;36,43;;;;;
17-05-18 05.00;880;1.993;0,44;185,25;;;;;
17-05-18 06.00;854;2.284;0,37;269,58;;;;;
17-05-18 07.00;869;2.591;0,34;318,81;;;;;
17-05-18 08.00;1.005;2.728;0,37;336,09;;;;;
17-05-18 09.00;1.206;2.712;0,44;322,16;;;;;
17-05-18 10.00;1.326;2.815;0,47;313,82;;;;;
17-05-18 11.00;1.501;2.796;0,54;304,88;;;;;
17-05-18 12.00;1.658;2.746;0,60;270,40;;;;;
17-05-18 13.00;1.743;2.766;0,63;266,15;;;;;
17-05-18 14.00;1.833;2.702;0,68;257,51;;;;;
17-05-18 15.00;1.841;2.589;0,71;248,72;;;;;
17-05-18 16.00;1.865;2.527;0,74;222,50;;;;;
17-05-18 17.00;1.914;2.645;0,72;249,84;;;;;
17-05-18 18.00;1.856;2.658;0,70;303,92;;;;;
17-05-18 19.00;1.693;2.635;0,64;272,56;;;;;
17-05-18 20.00;1.427;2.547;0,56;265,93;;;;;
17-05-18 21.00;1.244;2.413;0,52;262,05;;;;;
17-05-18 22.00;1.148;2.238;0,51;255,72;;;;;
17-05-18 23.00;1.107;2.073;0,53;215,65;;;;;
18-05-18 00.00;1.053;1.934;0,54;148,82;;;;;
18-05-18 01.00;1.014;1.843;0,55;114,26;;;;;
18-05-18 02.00;978;1.781;0,55;44,69;;;;;
18-05-18 03.00;961;1.758;0,55;44,39;;;;;
18-05-18 04.00;880;1.817;0,48;35,53;;;;;
18-05-18 05.00;863;1.910;0,45;239,99;;;;;
18-05-18 06.00;857;2.198;0,39;311,65;;;;;
18-05-18 07.00;860;2.542;0,34;377,79;;;;;
18-05-18 08.00;894;2.697;0,33;363,64;;;;;
18-05-18 09.00;859;2.710;0,32;320,06;;;;;
18-05-18 10.00;837;2.752;0,30;311,35;;;;;
18-05-18 11.00;836;2.743;0,30;293,47;;;;;
18-05-18 12.00;883;2.626;0,34;283,42;;;;;
18-05-18 13.00;852;2.612;0,33;277,08;;;;;
18-05-18 14.00;819;2.422;0,34;271,80;;;;;
18-05-18 15.00;737;2.333;0,32;262,63;;;;;
18-05-18 16.00;766;2.340;0,33;271,42;;;;;
18-05-18 17.00;802;2.426;0,33;309,71;;;;;
18-05-18 18.00;701;2.392;0,29;346,13;;;;;
18-05-18 19.00;636;2.294;0,28;364,60;;;;;
18-05-18 20.00;526;2.167;0,24;352,84;;;;;
18-05-18 21.00;479;2.075;0,23;352,46;;;;;
18-05-18 22.00;467;2.014;0,23;334,88;;;;;
18-05-18 23.00;487;1.855;0,26;309,49;;;;;
19-05-18 00.00;343;1.728;0,20;312,15;;;;;
19-05-18 01.00;310;1.642;0,19;262,02;;;;;
19-05-18 02.00;283;1.600;0,18;254,27;;;;;
19-05-18 03.00;263;1.572;0,17;258,00;;;;;
19-05-18 04.00;237;1.610;0,15;257,33;;;;;
19-05-18 05.00;229;1.615;0,14;260,01;;;;;
19-05-18 06.00;195;1.691;0,12;297,03;;;;;
19-05-18 07.00;142;1.878;0,08;350,13;;;;;
19-05-18 08.00;121;2.051;0,06;350,28;;;;;
19-05-18 09.00;105;2.125;0,05;320,04;;;;;
19-05-18 10.00;92;2.150;0,04;252,19;;;;;
19-05-18 11.00;89;2.150;0,04;256,29;;;;;
19-05-18 12.00;107;2.083;0,05;256,81;;;;;
19-05-18 13.00;158;2.012;0,08;252,11;;;;;
19-05-18 14.00;198;2.001;0,10;242,80;;;;;
19-05-18 15.00;241;1.980;0,12;236,70;;;;;
19-05-18 16.00;265;1.995;0,13;232,38;;;;;
19-05-18 17.00;238;2.124;0,11;267,31;;;;;
19-05-18 18.00;210;2.126;0,10;319,97;;;;;
19-05-18 19.00;173;2.028;0,09;324,66;;;;;
19-05-18 20.00;130;1.961;0,07;317,73;;;;;
19-05-18 21.00;122;1.931;0,06;305,59;;;;;
19-05-18 22.00;135;1.921;0,07;279,90;;;;;
19-05-18 23.00;174;1.782;0,10;228,65;;;;;
20-05-18 00.00;98;1.660;0,06;222,97;;;;;
20-05-18 01.00;97;1.587;0,06;206,36;;;;;
20-05-18 02.00;96;1.573;0,06;169,05;;;;;
20-05-18 03.00;131;1.571;0,08;168,38;;;;;
20-05-18 04.00;134;1.552;0,09;134,12;;;;;
20-05-18 05.00;166;1.518;0,11;127,05;;;;;
20-05-18 06.00;192;1.583;0,12;169,05;;;;;
20-05-18 07.00;194;1.717;0,11;205,24;;;;;
20-05-18 08.00;189;1.898;0,10;235,70;;;;;
20-05-18 09.00;199;2.013;0,10;242,03;;;;;
20-05-18 10.00;208;2.040;0,10;245,31;;;;;
20-05-18 11.00;235;2.040;0,12;240,62;;;;;
20-05-18 12.00;267;2.029;0,13;228,70;;;;;
20-05-18 13.00;296;2.000;0,15;198,77;;;;;
20-05-18 14.00;318;2.006;0,16;170,47;;;;;
20-05-18 15.00;264;2.009;0,13;143,43;;;;;
20-05-18 16.00;304;2.033;0,15;154,68;;;;;
20-05-18 17.00;362;2.180;0,17;192,88;;;;;
20-05-18 18.00;390;2.185;0,18;220,88;;;;;
20-05-18 19.00;423;2.115;0,20;208,00;;;;;
20-05-18 20.00;426;2.019;0,21;187,89;;;;;
20-05-18 21.00;477;1.902;0,25;192,14;;;;;
20-05-18 22.00;569;1.880;0,30;160,79;;;;;
20-05-18 23.00;649;1.783;0,36;113,72;;;;;
21-05-18 00.00;612;1.686;0,36;29,12;;;;;
21-05-18 01.00;627;1.656;0,38;22,64;;;;;
21-05-18 02.00;606;1.651;0,37;22,12;;;;;
21-05-18 03.00;589;1.616;0,36;23,09;;;;;
21-05-18 04.00;582;1.583;0,37;23,68;;;;;
21-05-18 05.00;580;1.589;0,37;144,48;;;;;
21-05-18 06.00;571;1.708;0,33;245,31;;;;;
21-05-18 07.00;554;1.879;0,29;266,46;;;;;
21-05-18 08.00;547;2.057;0,27;261,62;;;;;
21-05-18 09.00;566;2.124;0,27;269,29;;;;;
21-05-18 10.00;590;2.141;0,28;283,37;;;;;
21-05-18 11.00;691;2.142;0,32;283,66;;;;;
21-05-18 12.00;880;2.126;0,41;275,47;;;;;
21-05-18 13.00;984;2.177;0,45;266,54;;;;;
21-05-18 14.00;1.135;2.192;0,52;263,56;;;;;
21-05-18 15.00;1.223;2.239;0,55;260,88;;;;;
21-05-18 16.00;1.243;2.279;0,55;252,61;;;;;
21-05-18 17.00;1.340;2.454;0,55;255,59;;;;;
21-05-18 18.00;1.316;2.540;0,52;257,75;;;;;
21-05-18 19.00;1.253;2.411;0,52;259,98;;;;;
21-05-18 20.00;1.050;2.256;0,47;251,34;;;;;
21-05-18 21.00;927;2.162;0,43;249,18;;;;;
21-05-18 22.00;926;2.063;0,45;248,59;;;;;
21-05-18 23.00;897;1.940;0,46;205,39;;;;;
22-05-18 00.00;792;1.850;0,43;238,91;;;;;
22-05-18 01.00;727;1.793;0,41;225,43;;;;;
22-05-18 02.00;689;1.782;0,39;223,79;;;;;
22-05-18 03.00;696;1.794;0,39;214,70;;;;;
22-05-18 04.00;708;1.833;0,39;206,36;;;;;
22-05-18 05.00;726;1.922;0,38;239,06;;;;;
22-05-18 06.00;646;2.153;0,30;350,47;;;;;
22-05-18 07.00;528;2.508;0,21;408,11;;;;;
22-05-18 08.00;428;2.690;0,16;442,14;;;;;
22-05-18 09.00;353;2.720;0,13;369,16;;;;;
22-05-18 10.00;304;2.795;0,11;334,90;;;;;
22-05-18 11.00;294;2.813;0,10;320,60;;;;;
22-05-18 12.00;294;2.770;0,11;305,71;;;;;
22-05-18 13.00;281;2.796;0,10;306,01;;;;;
22-05-18 14.00;290;2.757;0,11;315,76;;;;;
22-05-18 15.00;266;2.680;0,10;353,00;;;;;
22-05-18 16.00;248;2.624;0,09;371,47;;;;;
22-05-18 17.00;261;2.707;0,10;418,68;;;;;
22-05-18 18.00;258;2.643;0,10;424,86;;;;;
22-05-18 19.00;235;2.558;0,09;444,30;;;;;
22-05-18 20.00;212;2.493;0,09;377,57;;;;;
22-05-18 21.00;214;2.427;0,09;352,70;;;;;
22-05-18 22.00;190;2.332;0,08;312,34;;;;;
22-05-18 23.00;158;2.154;0,07;281,80;;;;;
23-05-18 00.00;132;1.967;0,07;282,37;;;;;
23-05-18 01.00;93;1.883;0,05;275,59;;;;;
23-05-18 02.00;79;1.869;0,04;268,44;;;;;
23-05-18 03.00;66;1.895;0,03;257,19;;;;;
23-05-18 04.00;43;1.934;0,02;262,48;;;;;
23-05-18 05.00;36;1.996;0,02;281,77;;;;;
23-05-18 06.00;41;2.224;0,02;345,38;;;;;
23-05-18 07.00;44;2.587;0,02;419,72;;;;;
23-05-18 08.00;36;2.744;0,01;491,52;;;;;
23-05-18 09.00;32;2.781;0,01;381,43;;;;;
23-05-18 10.00;36;2.840;0,01;351,12;;;;;
23-05-18 11.00;51;2.831;0,02;320,65;;;;;
23-05-18 12.00;78;2.773;0,03;307,99;;;;;
23-05-18 13.00;127;2.800;0,05;307,92;;;;;
23-05-18 14.00;176;2.737;0,06;305,83;;;;;
23-05-18 15.00;226;2.634;0,09;301,44;;;;;
23-05-18 16.00;336;2.578;0,13;300,10;;;;;
23-05-18 17.00;409;2.671;0,15;301,21;;;;;
23-05-18 18.00;433;2.627;0,16;327,21;;;;;
23-05-18 19.00;398;2.571;0,15;348,96;;;;;
23-05-18 20.00;360;2.483;0,14;336,74;;;;;
23-05-18 21.00;378;2.380;0,16;312,24;;;;;
23-05-18 22.00;346;2.310;0,15;298,38;;;;;
23-05-18 23.00;322;2.132;0,15;263,45;;;;;
24-05-18 00.00;464;1.967;0,24;265,53;;;;;
24-05-18 01.00;431;1.819;0,24;254,28;;;;;
24-05-18 02.00;361;1.855;0,19;245,94;;;;;
24-05-18 03.00;305;1.893;0,16;236,85;;;;;
24-05-18 04.00;313;1.938;0,16;240,95;;;;;
24-05-18 05.00;353;2.040;0,17;239,01;;;;;
24-05-18 06.00;357;2.255;0,16;304,20;;;;;
24-05-18 07.00;365;2.568;0,14;346,52;;;;;
24-05-18 08.00;351;2.733;0,13;372,52;;;;;
24-05-18 09.00;343;2.802;0,12;355,38;;;;;
24-05-18 10.00;371;2.890;0,13;327,67;;;;;
24-05-18 11.00;453;2.920;0,16;326,92;;;;;
24-05-18 12.00;594;2.903;0,20;326,18;;;;;
24-05-18 13.00;741;2.955;0,25;323,05;;;;;
24-05-18 14.00;898;3.009;0,30;320,52;;;;;
24-05-18 15.00;1.028;2.994;0,34;312,10;;;;;
24-05-18 16.00;1.073;2.955;0,36;310,23;;;;;
24-05-18 17.00;1.100;3.062;0,36;301,15;;;;;
24-05-18 18.00;1.043;2.944;0,35;318,06;;;;;
24-05-18 19.00;977;2.808;0,35;327,67;;;;;
24-05-18 20.00;802;2.660;0,30;325,88;;;;;
24-05-18 21.00;740;2.536;0,29;312,69;;;;;
24-05-18 22.00;755;2.415;0,31;296,97;;;;;
24-05-18 23.00;812;2.253;0,36;262,11;;;;;
25-05-18 00.00;934;2.067;0,45;267,96;;;;;
25-05-18 01.00;887;1.918;0,46;254,55;;;;;
25-05-18 02.00;845;1.856;0,46;248,82;;;;;
25-05-18 03.00;873;1.939;0,45;239,06;;;;;
25-05-18 04.00;918;2.008;0,46;245,91;;;;;
25-05-18 05.00;951;2.070;0,46;267,37;;;;;
25-05-18 06.00;884;2.236;0,40;323,31;;;;;
25-05-18 07.00;804;2.506;0,32;352,89;;;;;
25-05-18 08.00;679;2.731;0,25;357,66;;;;;
25-05-18 09.00;590;2.787;0,21;357,21;;;;;
25-05-18 10.00;521;2.817;0,18;353,19;;;;;
25-05-18 11.00;532;2.792;0,19;333,82;;;;;
25-05-18 12.00;685;2.740;0,25;321,75;;;;;
25-05-18 13.00;790;2.716;0,29;320,71;;;;;
25-05-18 14.00;905;2.540;0,36;310,80;;;;;
25-05-18 15.00;905;2.412;0,38;301,49;;;;;
25-05-18 16.00;915;2.377;0,38;298,65;;;;;
25-05-18 17.00;963;2.449;0,39;311,91;;;;;
25-05-18 18.00;877;2.407;0,36;314,15;;;;;
25-05-18 19.00;724;2.339;0,31;311,84;;;;;
25-05-18 20.00;469;2.261;0,21;304,99;;;;;
25-05-18 21.00;370;2.179;0,17;304,09;;;;;
25-05-18 22.00;368;2.078;0,18;300,29;;;;;
25-05-18 23.00;372;1.956;0,19;289,86;;;;;
26-05-18 00.00;321;1.793;0,18;298,99;;;;;
26-05-18 01.00;283;1.669;0,17;287,97;;;;;
26-05-18 02.00;249;1.625;0,15;268,15;;;;;
26-05-18 03.00;231;1.604;0,14;260,48;;;;;
26-05-18 04.00;219;1.605;0,14;255,27;;;;;
26-05-18 05.00;227;1.607;0,14;251,84;;;;;
26-05-18 06.00;220;1.701;0,13;278,06;;;;;
26-05-18 07.00;224;1.904;0,12;295,12;;;;;
26-05-18 08.00;237;2.101;0,11;317,46;;;;;
26-05-18 09.00;244;2.185;0,11;301,45;;;;;
26-05-18 10.00;265;2.216;0,12;302,49;;;;;
26-05-18 11.00;327;2.235;0,15;298,25;;;;;
26-05-18 12.00;422;2.194;0,19;291,02;;;;;
26-05-18 13.00;487;2.194;0,22;282,90;;;;;
26-05-18 14.00;530;2.172;0,24;276,35;;;;;
26-05-18 15.00;506;2.113;0,24;274,11;;;;;
26-05-18 16.00;568;2.099;0,27;275,15;;;;;
26-05-18 17.00;669;2.211;0,30;261,30;;;;;
26-05-18 18.00;595;2.200;0,27;328,19;;;;;
26-05-18 19.00;516;2.088;0,25;327,30;;;;;
26-05-18 20.00;408;2.045;0,20;331,84;;;;;
26-05-18 21.00;350;2.018;0,17;320,44;;;;;
26-05-18 22.00;337;1.983;0,17;311,50;;;;;
26-05-18 23.00;321;1.898;0,17;291,39;;;;;
27-05-18 00.00;181;1.725;0,10;289,15;;;;;
27-05-18 01.00;189;1.643;0,12;254,37;;;;;
27-05-18 02.00;189;1.628;0,12;253,40;;;;;
27-05-18 03.00;225;1.613;0,14;246,25;;;;;
27-05-18 04.00;275;1.580;0,17;242,82;;;;;
27-05-18 05.00;371;1.557;0,24;238,43;;;;;
27-05-18 06.00;378;1.609;0,23;256,38;;;;;
27-05-18 07.00;329;1.766;0,19;272,02;;;;;
27-05-18 08.00;385;1.956;0,20;280,58;;;;;
27-05-18 09.00;523;2.057;0,25;289,45;;;;;
27-05-18 10.00;699;2.109;0,33;292,35;;;;;
27-05-18 11.00;931;2.149;0,43;290,34;;;;;
27-05-18 12.00;1.051;2.147;0,49;287,21;;;;;
27-05-18 13.00;1.193;2.131;0,56;282,60;;;;;
27-05-18 14.00;1.260;2.113;0,60;277,38;;;;;
27-05-18 15.00;1.317;2.106;0,63;280,29;;;;;
27-05-18 16.00;1.314;2.131;0,62;277,31;;;;;
27-05-18 17.00;1.362;2.333;0,58;238,35;;;;;
27-05-18 18.00;1.270;2.395;0,53;334,96;;;;;
27-05-18 19.00;1.141;2.235;0,51;344,27;;;;;
27-05-18 20.00;1.050;2.122;0,49;313,66;;;;;
27-05-18 21.00;976;2.047;0,48;312,69;;;;;
27-05-18 22.00;953;2.009;0,47;307,40;;;;;
27-05-18 23.00;978;1.960;0,50;280,73;;;;;
28-05-18 00.00;1.344;1.836;0,73;238,80;;;;;
28-05-18 01.00;1.363;1.789;0,76;218,69;;;;;
28-05-18 02.00;1.373;1.811;0,76;205,73;;;;;
28-05-18 03.00;1.307;1.828;0,71;205,28;;;;;
28-05-18 04.00;1.296;1.840;0,70;212,36;;;;;
28-05-18 05.00;1.323;1.886;0,70;244,76;;;;;
28-05-18 06.00;1.261;2.258;0,56;354,77;;;;;
28-05-18 07.00;1.141;2.660;0,43;376,15;;;;;
28-05-18 08.00;1.000;2.741;0,36;381,88;;;;;
28-05-18 09.00;885;2.708;0,33;379,20;;;;;
28-05-18 10.00;791;2.809;0,28;371,90;;;;;
28-05-18 11.00;775;2.826;0,27;359,76;;;;;
28-05-18 12.00;722;2.739;0,26;344,34;;;;;
28-05-18 13.00;700;2.793;0,25;350,15;;;;;
28-05-18 14.00;689;2.759;0,25;354,10;;;;;
28-05-18 15.00;682;2.655;0,26;363,56;;;;;
28-05-18 16.00;694;2.617;0,27;372,05;;;;;
28-05-18 17.00;659;2.710;0,24;387,40;;;;;
28-05-18 18.00;578;2.629;0,22;383,30;;;;;
28-05-18 19.00;526;2.471;0,21;397,30;;;;;
28-05-18 20.00;480;2.364;0,20;372,28;;;;;
28-05-18 21.00;477;2.278;0,21;350,60;;;;;
28-05-18 22.00;441;2.261;0,20;329,37;;;;;
28-05-18 23.00;508;2.168;0,23;279,39;;;;;
29-05-18 00.00;472;1.983;0,24;262,83;;;;;
29-05-18 01.00;458;1.878;0,24;252,48;;;;;
29-05-18 02.00;436;1.865;0,23;264,62;;;;;
29-05-18 03.00;425;1.882;0,23;262,31;;;;;
29-05-18 04.00;420;1.875;0,22;247,94;;;;;
29-05-18 05.00;462;1.928;0,24;287,11;;;;;
29-05-18 06.00;498;2.241;0,22;316,23;;;;;
29-05-18 07.00;491;2.622;0,19;392,42;;;;;
29-05-18 08.00;427;2.789;0,15;443,74;;;;;
29-05-18 09.00;453;2.811;0,16;395,48;;;;;
29-05-18 10.00;517;2.917;0,18;398,90;;;;;
29-05-18 11.00;588;2.896;0,20;349,97;;;;;
29-05-18 12.00;709;2.807;0,25;332,02;;;;;
29-05-18 13.00;827;2.850;0,29;327,41;;;;;
29-05-18 14.00;969;2.796;0,35;321,74;;;;;
29-05-18 15.00;1.133;2.677;0,42;317,80;;;;;
29-05-18 16.00;1.079;2.653;0,41;307,59;;;;;
